Id,zip,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
8600000US48756,48756,ZCTA5 48756,1993,142,27043,5160
8600000US48757,48757,ZCTA5 48757,1592,91,52444,4460
8600000US48759,48759,ZCTA5 48759,1368,82,46649,3554
8600000US48760,48760,ZCTA5 48760,439,58,39196,5978
8600000US48761,48761,ZCTA5 48761,510,106,29500,8077
8600000US48762,48762,ZCTA5 48762,536,57,50000,7422
8600000US48763,48763,ZCTA5 48763,2038,98,44495,1820
8600000US48765,48765,ZCTA5 48765,317,42,32950,2775
8600000US48766,48766,ZCTA5 48766,537,56,33750,4788
8600000US48767,48767,ZCTA5 48767,803,59,55529,4405
8600000US48768,48768,ZCTA5 48768,3629,195,45768,4150
8600000US48770,48770,ZCTA5 48770,802,65,33611,3449
8600000US48801,48801,ZCTA5 48801,4753,221,38552,3564
8600000US48806,48806,ZCTA5 48806,627,53,47829,5241
8600000US48807,48807,ZCTA5 48807,329,47,51250,7946
8600000US48808,48808,ZCTA5 48808,2255,176,68736,8026
8600000US48809,48809,ZCTA5 48809,3976,185,45630,3029
8600000US48811,48811,ZCTA5 48811,1236,107,41569,3058
8600000US48813,48813,ZCTA5 48813,8153,251,55233,2164
8600000US48815,48815,ZCTA5 48815,865,92,57674,6461
8600000US48816,48816,ZCTA5 48816,33,20,40750,19734
8600000US48817,48817,ZCTA5 48817,2535,147,47104,5051
8600000US48818,48818,ZCTA5 48818,984,81,40549,5774
8600000US48819,48819,ZCTA5 48819,880,75,66705,5259
8600000US48820,48820,ZCTA5 48820,6407,217,71998,5179
8600000US48821,48821,ZCTA5 48821,2308,171,59403,3302
8600000US48822,48822,ZCTA5 48822,1061,71,77371,12713
8600000US48823,48823,ZCTA5 48823,19787,697,39412,2088
8600000US48825,48825,ZCTA5 48825,0,16,-,**
8600000US48827,48827,ZCTA5 48827,5701,233,57108,3575
8600000US48829,48829,ZCTA5 48829,1200,82,37308,4584
8600000US48831,48831,ZCTA5 48831,1284,73,47609,5567
8600000US48832,48832,ZCTA5 48832,476,51,43750,14928
8600000US48834,48834,ZCTA5 48834,819,73,47964,5491
8600000US48835,48835,ZCTA5 48835,866,68,66739,8090
8600000US48836,48836,ZCTA5 48836,4952,205,61851,5977
8600000US48837,48837,ZCTA5 48837,7564,203,65979,3438
8600000US48838,48838,ZCTA5 48838,6850,317,41453,4096
8600000US48840,48840,ZCTA5 48840,5868,234,56810,3585
8600000US48841,48841,ZCTA5 48841,342,53,52727,7541
8600000US48842,48842,ZCTA5 48842,8435,355,52526,4879
8600000US48843,48843,ZCTA5 48843,16171,307,67162,3369
8600000US48845,48845,ZCTA5 48845,343,41,45313,11777
8600000US48846,48846,ZCTA5 48846,6140,328,39936,2339
8600000US48847,48847,ZCTA5 48847,2424,120,43837,2454
8600000US48848,48848,ZCTA5 48848,2847,156,61826,3510
8600000US48849,48849,ZCTA5 48849,2237,122,49899,5748
8600000US48850,48850,ZCTA5 48850,1546,99,36857,4189
8600000US48851,48851,ZCTA5 48851,913,127,54329,8864
8600000US48852,48852,ZCTA5 48852,45,18,47917,14021
8600000US48853,48853,ZCTA5 48853,266,38,47500,5824
8600000US48854,48854,ZCTA5 48854,6889,301,67557,4006
8600000US48855,48855,ZCTA5 48855,5377,197,75310,3479
8600000US48856,48856,ZCTA5 48856,335,48,42083,14678
8600000US48857,48857,ZCTA5 48857,973,94,59788,7333
8600000US48858,48858,ZCTA5 48858,16951,464,32640,1837
8600000US48860,48860,ZCTA5 48860,479,67,47545,6863
8600000US48861,48861,ZCTA5 48861,624,53,48125,7054
8600000US48864,48864,ZCTA5 48864,8506,249,75655,6022
8600000US48865,48865,ZCTA5 48865,642,78,35625,6818
8600000US48866,48866,ZCTA5 48866,1729,115,51563,3050
8600000US48867,48867,ZCTA5 48867,11133,279,40994,2792
8600000US48870,48870,ZCTA5 48870,50,25,51667,23816
8600000US48871,48871,ZCTA5 48871,752,63,59444,6150
8600000US48872,48872,ZCTA5 48872,2944,159,50227,6957
8600000US48873,48873,ZCTA5 48873,629,87,60903,4588
8600000US48874,48874,ZCTA5 48874,63,30,36838,31363
8600000US48875,48875,ZCTA5 48875,3756,166,62363,4641
8600000US48876,48876,ZCTA5 48876,1633,127,56840,3114
8600000US48877,48877,ZCTA5 48877,959,101,39659,5610
8600000US48878,48878,ZCTA5 48878,642,63,47065,5528
8600000US48879,48879,ZCTA5 48879,6913,242,52478,2993
8600000US48880,48880,ZCTA5 48880,2613,176,36096,4705
8600000US48881,48881,ZCTA5 48881,1984,166,48226,4515
8600000US48883,48883,ZCTA5 48883,2807,140,48356,3189
8600000US48884,48884,ZCTA5 48884,1714,99,40185,3766
8600000US48885,48885,ZCTA5 48885,349,63,42361,7258
8600000US48886,48886,ZCTA5 48886,914,115,36886,4131
8600000US48888,48888,ZCTA5 48888,2515,127,37859,2578
8600000US48889,48889,ZCTA5 48889,507,54,38984,4941
8600000US48890,48890,ZCTA5 48890,821,75,54398,6542
8600000US48891,48891,ZCTA5 48891,1103,92,43433,2589
8600000US48892,48892,ZCTA5 48892,1645,138,57875,8508
8600000US48893,48893,ZCTA5 48893,2126,109,44660,2484
8600000US48894,48894,ZCTA5 48894,705,72,62083,8424
8600000US48895,48895,ZCTA5 48895,4296,183,74661,6337
8600000US48896,48896,ZCTA5 48896,56,25,23750,11929
8600000US48897,48897,ZCTA5 48897,570,66,61667,14099
8600000US48906,48906,ZCTA5 48906,10429,364,39648,2091
8600000US48910,48910,ZCTA5 48910,15413,366,37829,1924
8600000US48911,48911,ZCTA5 48911,15776,398,39364,2082
8600000US48912,48912,ZCTA5 48912,7873,314,36696,2291
8600000US48915,48915,ZCTA5 48915,3404,206,35760,2335
8600000US48917,48917,ZCTA5 48917,14871,399,52146,2159
8600000US48921,48921,ZCTA5 48921,0,10,-,**
8600000US48933,48933,ZCTA5 48933,1704,199,15192,5048
8600000US49001,49001,ZCTA5 49001,8769,345,33727,2475
8600000US49002,49002,ZCTA5 49002,8204,299,42395,3282
8600000US49004,49004,ZCTA5 49004,6200,279,50242,2803
8600000US49006,49006,ZCTA5 49006,10018,344,33554,2166
8600000US49007,49007,ZCTA5 49007,4298,296,25157,3921
8600000US49008,49008,ZCTA5 49008,6615,292,47984,4068
8600000US49009,49009,ZCTA5 49009,17682,427,52609,4640
8600000US49010,49010,ZCTA5 49010,6908,237,47085,1933
8600000US49011,49011,ZCTA5 49011,789,66,49940,4716
8600000US49012,49012,ZCTA5 49012,1285,114,61250,11791
8600000US49013,49013,ZCTA5 49013,1852,161,37083,4381
8600000US49014,49014,ZCTA5 49014,8063,327,46138,2727
8600000US49015,49015,ZCTA5 49015,10853,323,49023,3539
8600000US49017,49017,ZCTA5 49017,8328,286,44895,3383
8600000US49021,49021,ZCTA5 49021,2425,126,51098,2133
8600000US49022,49022,ZCTA5 49022,12286,342,26747,1129
8600000US49024,49024,ZCTA5 49024,11568,248,63188,3357
8600000US49026,49026,ZCTA5 49026,906,138,41912,13099
8600000US49027,49027,ZCTA5 49027,51,22,26250,19839
8600000US49028,49028,ZCTA5 49028,2283,131,43387,2482
8600000US49029,49029,ZCTA5 49029,590,64,51667,3868
8600000US49030,49030,ZCTA5 49030,833,87,42702,7331
8600000US49031,49031,ZCTA5 49031,2938,181,45000,4980
8600000US49032,49032,ZCTA5 49032,1130,120,44559,5848
8600000US49033,49033,ZCTA5 49033,644,100,61563,17751
8600000US49034,49034,ZCTA5 49034,918,60,67500,7264
8600000US49036,49036,ZCTA5 49036,8375,275,41778,2003
8600000US49037,49037,ZCTA5 49037,9223,333,30652,1512
8600000US49038,49038,ZCTA5 49038,3658,241,52717,8310
8600000US49040,49040,ZCTA5 49040,1256,132,43616,2609
8600000US49042,49042,ZCTA5 49042,1800,138,44818,4341
8600000US49043,49043,ZCTA5 49043,853,99,26676,4845
8600000US49045,49045,ZCTA5 49045,1907,148,41411,6755
8600000US49046,49046,ZCTA5 49046,2948,231,49696,3989
8600000US49047,49047,ZCTA5 49047,5630,250,37859,3230
8600000US49048,49048,ZCTA5 49048,10156,312,40164,2868
8600000US49050,49050,ZCTA5 49050,644,106,52917,2866
8600000US49051,49051,ZCTA5 49051,981,108,65451,16004
8600000US49052,49052,ZCTA5 49052,406,54,56786,9444
8600000US49053,49053,ZCTA5 49053,2517,120,57451,6199
8600000US49055,49055,ZCTA5 49055,2476,171,53125,6397
8600000US49056,49056,ZCTA5 49056,1386,175,36967,4363
8600000US49057,49057,ZCTA5 49057,2370,143,39297,5167
8600000US49058,49058,ZCTA5 49058,7415,239,48305,2827
8600000US49060,49060,ZCTA5 49060,725,105,62083,5992
8600000US49061,49061,ZCTA5 49061,619,78,51220,6316
8600000US49064,49064,ZCTA5 49064,1470,124,42561,5251
8600000US49065,49065,ZCTA5 49065,2459,166,50181,4522
8600000US49066,49066,ZCTA5 49066,223,39,45398,10109
8600000US49067,49067,ZCTA5 49067,1564,114,52600,6312
8600000US49068,49068,ZCTA5 49068,5823,218,50600,2702
8600000US49070,49070,ZCTA5 49070,905,82,50739,6210
8600000US49071,49071,ZCTA5 49071,3290,171,71107,2643
8600000US49072,49072,ZCTA5 49072,1174,108,49483,5496
8600000US49073,49073,ZCTA5 49073,1717,117,46908,8098
8600000US49074,49074,ZCTA5 49074,72,32,17308,6185
8600000US49075,49075,ZCTA5 49075,45,34,19464,53214
8600000US49076,49076,ZCTA5 49076,1342,80,50000,4885
8600000US49078,49078,ZCTA5 49078,3432,169,50221,3036
8600000US49079,49079,ZCTA5 49079,4898,270,53144,5542
8600000US49080,49080,ZCTA5 49080,6011,281,53942,2991
8600000US49082,49082,ZCTA5 49082,2456,143,43765,3168
8600000US49083,49083,ZCTA5 49083,2769,166,69888,7961
8600000US49084,49084,ZCTA5 49084,4,5,-,**
8600000US49085,49085,ZCTA5 49085,9668,273,62958,4281
8600000US49087,49087,ZCTA5 49087,2258,113,65393,3697
8600000US49088,49088,ZCTA5 49088,1268,143,69167,8894
8600000US49089,49089,ZCTA5 49089,612,74,45000,6019
8600000US49090,49090,ZCTA5 49090,5537,274,40993,2846
8600000US49091,49091,ZCTA5 49091,7403,257,42038,2185
8600000US49092,49092,ZCTA5 49092,809,70,42468,4475
8600000US49093,49093,ZCTA5 49093,7175,244,45362,2168
8600000US49094,49094,ZCTA5 49094,1613,94,43521,3486
8600000US49095,49095,ZCTA5 49095,759,87,50268,11520
8600000US49096,49096,ZCTA5 49096,1176,81,51583,4276
8600000US49097,49097,ZCTA5 49097,3923,189,57827,3202
8600000US49098,49098,ZCTA5 49098,2249,196,42454,4258
8600000US49099,49099,ZCTA5 49099,2036,154,45042,3266
8600000US49101,49101,ZCTA5 49101,1213,96,50511,9595
8600000US49102,49102,ZCTA5 49102,506,90,52283,15183
8600000US49103,49103,ZCTA5 49103,3286,211,51908,4234
8600000US49104,49104,ZCTA5 49104,0,10,-,**
8600000US49106,49106,ZCTA5 49106,1757,143,44750,10813
8600000US49107,49107,ZCTA5 49107,4172,187,49336,3993
8600000US49111,49111,ZCTA5 49111,1155,86,48586,4795
8600000US49112,49112,ZCTA5 49112,3678,177,50417,3291
8600000US49113,49113,ZCTA5 49113,711,61,46761,6730
8600000US49115,49115,ZCTA5 49115,143,60,34009,5075
8600000US49116,49116,ZCTA5 49116,224,82,65106,21130
8600000US49117,49117,ZCTA5 49117,1629,114,52204,7381
8600000US49119,49119,ZCTA5 49119,33,20,70313,49527
8600000US49120,49120,ZCTA5 49120,14300,371,42295,1784
8600000US49125,49125,ZCTA5 49125,805,122,42336,8409
8600000US49126,49126,ZCTA5 49126,600,67,46500,6467
8600000US49127,49127,ZCTA5 49127,4380,206,66750,3806
8600000US49128,49128,ZCTA5 49128,1671,144,48272,2987
8600000US49129,49129,ZCTA5 49129,207,53,57250,50004
8600000US49130,49130,ZCTA5 49130,844,111,40729,11533
8600000US49201,49201,ZCTA5 49201,15356,420,51430,2743
8600000US49202,49202,ZCTA5 49202,8961,326,31382,1609
8600000US49203,49203,ZCTA5 49203,14855,421,38765,1379
8600000US49220,49220,ZCTA5 49220,888,105,50361,4198
8600000US49221,49221,ZCTA5 49221,14822,456,40978,2691
8600000US49224,49224,ZCTA5 49224,5354,246,32794,3566
8600000US49227,49227,ZCTA5 49227,451,51,43750,16577
8600000US49228,49228,ZCTA5 49228,2232,115,53092,5864
8600000US49229,49229,ZCTA5 49229,1208,101,66207,5425
8600000US49230,49230,ZCTA5 49230,4281,211,56563,4889
8600000US49232,49232,ZCTA5 49232,899,70,43317,4043
8600000US49233,49233,ZCTA5 49233,1050,142,51944,10106
8600000US49234,49234,ZCTA5 49234,1054,105,54872,10178
8600000US49235,49235,ZCTA5 49235,804,70,46600,5345
8600000US49236,49236,ZCTA5 49236,1841,111,54883,3578
8600000US49237,49237,ZCTA5 49237,1103,103,52784,6751
8600000US49238,49238,ZCTA5 49238,675,112,52604,13566
8600000US49240,49240,ZCTA5 49240,3509,152,67357,4160
8600000US49241,49241,ZCTA5 49241,900,105,49483,8236
8600000US49242,49242,ZCTA5 49242,5534,272,38418,2684
8600000US49245,49245,ZCTA5 49245,1699,75,45375,3168
8600000US49246,49246,ZCTA5 49246,1278,132,70909,6581
8600000US49247,49247,ZCTA5 49247,2267,129,44375,2823
8600000US49248,49248,ZCTA5 49248,322,38,43000,6523
8600000US49249,49249,ZCTA5 49249,1526,131,47682,4133
8600000US49250,49250,ZCTA5 49250,2328,141,44655,3024
8600000US49251,49251,ZCTA5 49251,2264,118,59634,3231
8600000US49252,49252,ZCTA5 49252,990,64,40000,5929
8600000US49253,49253,ZCTA5 49253,1429,192,45313,14499
8600000US49254,49254,ZCTA5 49254,1284,167,27895,12036
8600000US49255,49255,ZCTA5 49255,618,74,37895,6837
8600000US49256,49256,ZCTA5 49256,1516,84,44309,3681
8600000US49259,49259,ZCTA5 49259,869,106,57596,9515
8600000US49261,49261,ZCTA5 49261,111,67,61139,8457
8600000US49262,49262,ZCTA5 49262,489,61,42083,5240
8600000US49263,49263,ZCTA5 49263,18,18,-,**
8600000US49264,49264,ZCTA5 49264,801,83,60708,12508
8600000US49265,49265,ZCTA5 49265,2009,126,59159,6613
8600000US49266,49266,ZCTA5 49266,1271,102,45213,8603
8600000US49267,49267,ZCTA5 49267,1501,123,61328,10985
8600000US49268,49268,ZCTA5 49268,333,57,56688,6787
8600000US49269,49269,ZCTA5 49269,2388,193,46870,8972
8600000US49270,49270,ZCTA5 49270,2195,136,62827,5938
8600000US49271,49271,ZCTA5 49271,781,75,39234,4928
8600000US49272,49272,ZCTA5 49272,949,125,52824,12066
8600000US49274,49274,ZCTA5 49274,1350,86,37098,3186
8600000US49276,49276,ZCTA5 49276,429,67,47014,7119
8600000US49277,49277,ZCTA5 49277,1333,150,59250,7948
8600000US49279,49279,ZCTA5 49279,255,48,60938,7519
8600000US49282,49282,ZCTA5 49282,268,76,25263,10023
8600000US49283,49283,ZCTA5 49283,1206,161,56250,7609
8600000US49284,49284,ZCTA5 49284,1171,87,45786,3145
8600000US49285,49285,ZCTA5 49285,2068,156,56048,10864
8600000US49286,49286,ZCTA5 49286,5916,246,54578,5373
8600000US49287,49287,ZCTA5 49287,666,100,68041,6961
8600000US49288,49288,ZCTA5 49288,507,49,37083,5820
8600000US49289,49289,ZCTA5 49289,71,25,31528,42035
8600000US49301,49301,ZCTA5 49301,6487,268,121980,4834
8600000US49302,49302,ZCTA5 49302,2714,138,78670,7340
8600000US49303,49303,ZCTA5 49303,371,56,50048,11156
8600000US49304,49304,ZCTA5 49304,1681,120,22835,2717
8600000US49305,49305,ZCTA5 49305,862,83,31953,3530
8600000US49306,49306,ZCTA5 49306,3666,194,69814,4672
8600000US49307,49307,ZCTA5 49307,6845,292,37929,2205
8600000US49309,49309,ZCTA5 49309,770,70,29242,2632
8600000US49310,49310,ZCTA5 49310,1061,81,44453,3853
8600000US49312,49312,ZCTA5 49312,129,31,30104,9880
8600000US49315,49315,ZCTA5 49315,7455,260,66325,3609
8600000US49316,49316,ZCTA5 49316,7437,291,80339,3064
8600000US49318,49318,ZCTA5 49318,517,63,54141,7155
8600000US49319,49319,ZCTA5 49319,5760,258,56738,4889
8600000US49320,49320,ZCTA5 49320,16,11,26250,8332
8600000US49321,49321,ZCTA5 49321,6312,276,49163,2025
8600000US49322,49322,ZCTA5 49322,437,51,41083,8534
8600000US49323,49323,ZCTA5 49323,3079,178,69357,4462
8600000US49325,49325,ZCTA5 49325,584,74,62750,6284
8600000US49326,49326,ZCTA5 49326,1526,149,53177,8226
8600000US49327,49327,ZCTA5 49327,2867,171,47423,4290
8600000US49328,49328,ZCTA5 49328,1439,101,50163,5576
8600000US49329,49329,ZCTA5 49329,3076,211,42500,4826
8600000US49330,49330,ZCTA5 49330,1847,111,47865,3440
8600000US49331,49331,ZCTA5 49331,6015,247,63695,3275
8600000US49332,49332,ZCTA5 49332,1215,96,45292,7554
8600000US49333,49333,ZCTA5 49333,3983,202,63213,3924
8600000US49335,49335,ZCTA5 49335,168,75,40864,2115
8600000US49336,49336,ZCTA5 49336,1547,110,39252,1891
8600000US49337,49337,ZCTA5 49337,4866,269,41227,2793
8600000US49338,49338,ZCTA5 49338,611,91,44729,4666
8600000US49339,49339,ZCTA5 49339,872,81,54750,14115
8600000US49340,49340,ZCTA5 49340,1150,86,40789,4635
8600000US49341,49341,ZCTA5 49341,11946,335,77874,3614
8600000US49342,49342,ZCTA5 49342,725,83,47519,5476
8600000US49343,49343,ZCTA5 49343,2044,161,51750,9650
8600000US49344,49344,ZCTA5 49344,1581,139,54684,3693
8600000US49345,49345,ZCTA5 49345,4910,214,55229,3785
8600000US49346,49346,ZCTA5 49346,2245,153,48477,1981
8600000US49347,49347,ZCTA5 49347,505,62,40848,6097
8600000US49348,49348,ZCTA5 49348,4323,205,55744,3661
8600000US49349,49349,ZCTA5 49349,2997,133,37052,2502
8600000US49401,49401,ZCTA5 49401,5502,308,39000,2397
8600000US49402,49402,ZCTA5 49402,637,67,37813,7200
8600000US49403,49403,ZCTA5 49403,818,72,67500,8149
8600000US49404,49404,ZCTA5 49404,3111,125,56548,2183
8600000US49405,49405,ZCTA5 49405,642,65,40682,7343
8600000US49406,49406,ZCTA5 49406,400,77,49615,12392
8600000US49408,49408,ZCTA5 49408,3613,172,41675,2634
8600000US49410,49410,ZCTA5 49410,895,75,34135,2784
8600000US49411,49411,ZCTA5 49411,629,68,44107,5037
8600000US49412,49412,ZCTA5 49412,4072,151,48825,3241
8600000US49415,49415,ZCTA5 49415,2442,159,52973,6147
8600000US49417,49417,ZCTA5 49417,11813,316,56281,3518
8600000US49418,49418,ZCTA5 49418,10313,308,57934,3910
8600000US49419,49419,ZCTA5 49419,2739,131,64547,4068
8600000US49420,49420,ZCTA5 49420,2297,110,35064,4044
8600000US49421,49421,ZCTA5 49421,2248,127,40391,3428
8600000US49423,49423,ZCTA5 49423,16075,460,49164,2091
8600000US49424,49424,ZCTA5 49424,16431,440,56872,2187
8600000US49425,49425,ZCTA5 49425,1165,134,42961,6178
8600000US49426,49426,ZCTA5 49426,11291,286,71955,3358
8600000US49428,49428,ZCTA5 49428,9695,266,59487,3420
8600000US49431,49431,ZCTA5 49431,7290,242,42708,2943
8600000US49434,49434,ZCTA5 49434,7,11,-,**
8600000US49435,49435,ZCTA5 49435,1334,146,65938,12474
8600000US49436,49436,ZCTA5 49436,679,66,41250,4627
8600000US49437,49437,ZCTA5 49437,2675,119,49646,3404
8600000US49440,49440,ZCTA5 49440,604,98,21019,6683
8600000US49441,49441,ZCTA5 49441,15297,416,43471,2440
8600000US49442,49442,ZCTA5 49442,14957,306,29601,1730
8600000US49444,49444,ZCTA5 49444,10087,296,33707,1535
8600000US49445,49445,ZCTA5 49445,7921,297,54740,3171
8600000US49446,49446,ZCTA5 49446,870,97,54000,12040
8600000US49448,49448,ZCTA5 49448,1195,120,47188,10184
8600000US49449,49449,ZCTA5 49449,1122,86,49327,6233
8600000US49450,49450,ZCTA5 49450,1058,180,46184,9987
8600000US49451,49451,ZCTA5 49451,2121,128,51705,3797
8600000US49452,49452,ZCTA5 49452,705,88,45272,8202
8600000US49453,49453,ZCTA5 49453,1025,110,64625,10574
8600000US49454,49454,ZCTA5 49454,1692,104,41542,2757
8600000US49455,49455,ZCTA5 49455,1696,126,40031,4202
8600000US49456,49456,ZCTA5 49456,7828,241,58717,3025
8600000US49457,49457,ZCTA5 49457,3907,189,51507,4703
8600000US49458,49458,ZCTA5 49458,31,24,53750,9647
8600000US49459,49459,ZCTA5 49459,471,52,37788,4774
8600000US49460,49460,ZCTA5 49460,2926,195,69507,6668
8600000US49461,49461,ZCTA5 49461,3498,166,52874,4476
8600000US49464,49464,ZCTA5 49464,9549,402,66790,2516
8600000US49503,49503,ZCTA5 49503,14504,350,34658,2385
8600000US49504,49504,ZCTA5 49504,15698,351,40769,2598
8600000US49505,49505,ZCTA5 49505,12939,319,43911,1913
8600000US49506,49506,ZCTA5 49506,11833,374,65360,3273
8600000US49507,49507,ZCTA5 49507,12200,368,35563,1662
8600000US49508,49508,ZCTA5 49508,15565,405,51003,2671
8600000US49509,49509,ZCTA5 49509,9694,320,42211,2252
8600000US49512,49512,ZCTA5 49512,6981,317,45475,4681
8600000US49519,49519,ZCTA5 49519,11193,340,47197,3239
8600000US49525,49525,ZCTA5 49525,10938,233,58333,3860
8600000US49534,49534,ZCTA5 49534,8849,329,58699,3909
8600000US49544,49544,ZCTA5 49544,3741,199,45271,3550
8600000US49546,49546,ZCTA5 49546,11993,340,71835,3951
8600000US49548,49548,ZCTA5 49548,11631,267,39136,2700
8600000US49601,49601,ZCTA5 49601,8385,289,40569,1768
8600000US49611,49611,ZCTA5 49611,92,37,37083,13408
8600000US49612,49612,ZCTA5 49612,485,72,47006,4844
8600000US49613,49613,ZCTA5 49613,264,24,53077,3679
8600000US49614,49614,ZCTA5 49614,1149,78,46728,2627
8600000US49615,49615,ZCTA5 49615,1743,108,46708,2832
8600000US49616,49616,ZCTA5 49616,753,73,38789,4549
8600000US49617,49617,ZCTA5 49617,1386,102,48632,2580
8600000US49618,49618,ZCTA5 49618,302,41,38750,5433
8600000US49619,49619,ZCTA5 49619,488,55,32333,5895
8600000US49620,49620,ZCTA5 49620,904,71,45357,5345
8600000US49621,49621,ZCTA5 49621,1228,92,55417,3251
8600000US49622,49622,ZCTA5 49622,1080,82,44375,3783
8600000US49623,49623,ZCTA5 49623,384,42,34000,5749
8600000US49625,49625,ZCTA5 49625,588,54,38306,3400
8600000US49626,49626,ZCTA5 49626,192,40,42000,11867
8600000US49627,49627,ZCTA5 49627,74,34,51667,18424
8600000US49628,49628,ZCTA5 49628,110,29,37000,15756
8600000US49629,49629,ZCTA5 49629,989,82,50046,10228
8600000US49630,49630,ZCTA5 49630,673,74,62604,9221
8600000US49631,49631,ZCTA5 49631,2294,118,37031,2532
8600000US49632,49632,ZCTA5 49632,479,36,38224,4063
8600000US49633,49633,ZCTA5 49633,1518,202,39828,2336
8600000US49634,49634,ZCTA5 49634,42,13,33056,10572
8600000US49635,49635,ZCTA5 49635,1634,113,50083,3956
8600000US49636,49636,ZCTA5 49636,203,39,62917,9485
8600000US49637,49637,ZCTA5 49637,1103,158,48246,5107
8600000US49638,49638,ZCTA5 49638,342,42,33750,5667
8600000US49639,49639,ZCTA5 49639,937,92,43472,4197
8600000US49640,49640,ZCTA5 49640,653,69,45750,4348
8600000US49642,49642,ZCTA5 49642,314,44,20714,6507
8600000US49643,49643,ZCTA5 49643,2378,249,48684,8205
8600000US49644,49644,ZCTA5 49644,785,79,32644,3517
8600000US49645,49645,ZCTA5 49645,670,68,35250,4109
8600000US49646,49646,ZCTA5 49646,3327,168,39991,2070
